"AnimalID","Date","Julian_date","J_day_new_spr","X_UTM","Y_UTM","NSD"
140050,2014-07-15,196,140,275343.167936548,5158462.3569229,21.5063838054158
140050,2014-07-16,197,141,273239.170431113,5159063.85979697,15.5303706493725
140050,2014-07-17,198,142,276247.947670497,5156773.2441289,42.555795588619
140050,2014-07-18,199,143,276734.751264312,5156439.27802119,49.1401177804612
140050,2014-07-19,200,144,277367.839304216,5156739.7076341,49.126070280985
140050,2014-07-20,201,145,273814.197071422,5158839.81253524,16.6956430207446
140050,2014-07-21,202,146,276727.694244054,5155415.95146748,63.4103268580635
140050,2014-07-22,203,147,276993.132361056,5155115.77740575,69.4917886897927
140050,2014-07-23,204,148,278083.070783514,5155723.23013545,67.9652675807175
140050,2014-07-24,205,149,278058.110114803,5155461.57773178,71.5987860347233
140050,2014-07-25,206,150,277466.519587633,5155873.82240085,61.2388606007627
140050,2014-07-26,207,151,278768.83064746,5155364.34712025,79.2479733936674
140050,2014-07-27,208,152,278129.975634357,5154279.61437503,91.2034142997008
140050,2014-07-28,209,153,277348.315349538,5154122.51342494,88.1891730981839
140050,2014-07-29,210,154,277580.172444315,5153533.22435857,100.482265746069
140050,2014-07-30,211,155,277259.037604053,5153157.84982128,105.510734629432
140050,2014-07-31,212,156,275160.395264051,5151268.31227459,136.940081373562
140050,2014-08-01,213,157,274250.730946234,5152226.72381399,114.350931656497
140050,2014-08-02,214,158,276224.130765409,5155506.87175858,59.6201675821596
140050,2014-08-03,215,159,273121.47788216,5156132.00086786,46.9355360963686
140050,2014-08-04,216,160,276228.200146075,5155616.86871094,58.0193911954933
